,idx,code,reaction,ea
2,782,419,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]1([O:5][C:6](=[O:7])[H:13])[H:12])[H:8]>>[O:1]=[C:2]([C:4](=[C:3]([H:10])[H:11])[H:12])[H:9].[O:5]=[C:6]([O:7][H:8])[H:13],17.0586821030464
3,783,419,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]1([O:5][C:6](=[O:7])[H:13])[H:12])[H:8]>>[C:6](=[O:7])([H:11])[H:13].[O:1](/[C:2](=[C:3](\[C:4](=[O:5])[H:12])[H:10])[H:9])[H:8],59.4810828374346
4,784,419,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]1([O:5][C:6](=[O:7])[H:13])[H:12])[H:8]>>[C-:6]#[O+:7].[O:1]([C:2]([C:3]([C:4](=[O:5])[H:12])([H:10])[H:11])([H:9])[H:13])[H:8],51.671830912140294
5,785,419,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]1([O:5][C:6](=[O:7])[H:13])[H:12])[H:8]>>[O:1]=[C:2]1[C:3]([H:10])([H:11])[C:4]1([H:9])[H:12].[O:5]=[C:6]([O:7][H:8])[H:13],55.7220945635022
6,786,419,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]1([O:5][C:6](=[O:7])[H:13])[H:12])[H:8]>>[C-:6]#[O+:7].[O:1]([C@@:2]([C:3]([H:10])([H:11])[H:13])([C:4](=[O:5])[H:12])[H:9])[H:8],47.6276844362416
7,787,419,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]1([O:5][C:6](=[O:7])[H:13])[H:12])[H:8]>>[O:1]=[C:2]([C:3]([C:4]([O:5][C:6](=[O:7])[H:13])([H:8])[H:12])([H:10])[H:11])[H:9],46.330608606068495
0,788,420,[C:1]([C:2]1=[C:3]([H:11])[O:4][C:5]([O:6][H:12])=[N:7]1)([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:3](/[O:4][H:12])[H:11])[N:7]=[C:5]=[O:6])([H:8])([H:9])[H:10],51.0357843721295
1,789,420,[C:1]([C:2]1=[C:3]([H:11])[O:4][C:5]([O:6][H:12])=[N:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:11])[O:4][C:5](=[O:6])[N:7]1[H:12])([H:8])([H:9])[H:10],36.7217723199563
0,790,421,[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C@:5]1([C:6]#[C:7][H:17])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3](=[C:4]([H:14])[H:15])[H:12])([C:5](=[C:6]=[C:7]([H:13])[H:17])[H:16])[H:11])([H:8])([H:9])[H:10],28.1439538087741
0,791,422,[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])/[C:5](=[N:6]/[H:14])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])([H:13])[C:5](=[O:7])[N:6]1[H:14])([H:8])([H:9])[H:10],47.573497722211286
0,792,423,[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1](=[O:2])([H:8])[H:9].[C:3]1([H:11])=[C:4]([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C:7]1([H:10])[H:17],33.659315172632496
1,793,423,[C:1]([O:2][C@@:3]1([H:11])[C@@:4]2([H:12])[C:5]([H:13])([H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@:3]1([H:11])[C@@:4]([C:7](=[C:6]([H:15])[H:16])[H:17])([H:12])[C:5]1([H:13])[H:14])([H:8])([H:9])[H:10],58.0034101858817
0,794,424,[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])([H:13])[C@@:5]1([H:14])[C:6]([H:15])([H:16])[C@@:7]21[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]1=[C:7]([C:6]([C:5](=[C:4]([H:12])[H:13])[H:14])([H:15])[H:16])[H:17],47.367607507655705
0,795,425,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C:5]([H:15])([H:16])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[N:4][H:14])([H:8])([H:9])[H:10].[C:5](=[C:6]=[O:7])([H:15])[H:16],44.3521151968719
0,796,426,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@@:4]2([O:5][H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15])[H:8]>>[O:1](/[C:2](=[C:7](/[C:6]([C:4](=[C:3]([H:10])[H:11])[O:5][H:12])([H:13])[H:14])[H:15])[H:9])[H:8],29.8527654603166
1,797,426,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@@:4]2([O:5][H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:6]([H:13])([H:14])[C:4]([O:5][H:12])=[C:7]1[H:15])[H:8],56.951132880413894
2,798,426,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@@:4]2([O:5][H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15])[H:8]>>[C:2]1([H:9])=[C:7]([H:15])[C:6]([H:13])=[C:4]([O:5][H:12])[C:3]1([H:10])[H:11].[O:1]([H:8])[H:14],54.0097337289738
3,799,426,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@@:4]2([O:5][H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:4](=[O:5])[C:6]([H:13])([H:14])[C:7]1([H:12])[H:15])[H:8],52.67909146513561
4,800,426,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@@:4]2([O:5][H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@@:7]1([C:4]([O:5][H:12])=[C:6]([H:13])[H:14])[H:15])[H:8],56.0549137592929
0,801,427,[C:1]([O:2][C:3]1=[N:4][O:5][C:6]([H:11])=[C:7]1[H:12])([H:8])([H:9])[H:10]>>[C:1]([N:4]1[C:3](=[O:2])[C:7]([H:12])=[C:6]([H:11])[O:5]1)([H:8])([H:9])[H:10],52.6282370232373
1,802,427,[C:1]([O:2][C:3]1=[N:4][O:5][C:6]([H:11])=[C:7]1[H:12])([H:8])([H:9])[H:10]>>[C:1]1([H:9])([H:10])[O:2]/[C:3](=[C:7](/[C:6](=[O:5])[H:11])[H:12])[N:4]1[H:8],55.939371552926104
0,803,428,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C@@:5]1([H:14])[C:6]([H:15])([H:16])[O:7]1)[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([N:3]([H:12])[H:16])(/[C:4](=[C:5](\[C:6](=[O:7])[H:15])[H:14])[H:13])[H:11])([H:8])([H:9])[H:10],58.5720974487732
1,804,428,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C@@:5]1([H:14])[C:6]([H:15])([H:16])[O:7]1)[H:13])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[N:3]\[H:12])[C:4]([C@@:5]1([H:14])[C:6]([H:15])([H:16])[O:7]1)([H:11])[H:13])([H:8])([H:9])[H:10],56.119686434579705
0,805,429,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]([H:13])([C:5]([H:14])([H:15])[C:6]1([H:16])[H:17])[O:7]2)([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[C:6]([C:5]([C:4](=[O:7])[H:13])([H:14])[H:15])([H:16])[H:17])([H:8])([H:9])[H:10],37.7883892170337
1,806,429,[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]([H:13])([C:5]([H:14])([H:15])[C:6]1([H:16])[H:17])[O:7]2)([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:6]([C:5]([C:4](=[C:3]([H:11])[H:12])[H:13])([H:14])[H:15])([H:16])[H:17])=[O:7])([H:8])([H:9])[H:10],42.7448821414897
0,807,430,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[O:4][C@:5]1([H:11])[C:6]([H:12])=[C:7]2[H:13])[H:8]>>[O:1]([C@@:2]1([H:9])[O:4][C:3]([H:10])=[C:7]([H:13])[C:6]([H:12])=[C:5]1[H:11])[H:8],25.0702882481359
1,808,430,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[O:4][C@:5]1([H:11])[C:6]([H:12])=[C:7]2[H:13])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])=[C:7]([H:13])[C@@:6]2([H:12])[O:4][C@@:5]12[H:11])[H:8],24.9811187562788
0,809,431,[C:1]([C:2]1=[N:3][C:4]([H:11])=[C:5]([O:6][H:12])[N:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[N:3][C:4]([H:11])([H:12])[C:5](=[O:6])[N:7]1[H:13])([H:8])([H:9])[H:10],53.5644204880378
0,810,432,[C:1]([C@@:2]12[O:3][C@@:4]3([H:11])[C@:5]1([H:12])[O:6][C@@:7]23[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([C:7](=[O:6])[H:13])[O:3][C:4]([H:11])=[C:5]1[H:12])([H:8])([H:9])[H:10],29.997794826542396
1,811,432,[C:1]([C@@:2]12[O:3][C@@:4]3([H:11])[C@:5]1([H:12])[O:6][C@@:7]23[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[C@@:7]1([H:13])[C:4]([H:11])=[C:5]([H:12])[O:6]1)([H:8])([H:9])[H:10],25.9782412124207
2,812,432,[C:1]([C@@:2]12[O:3][C@@:4]3([H:11])[C@:5]1([H:12])[O:6][C@@:7]23[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:7]([H:13])[O:6][C@:5]1([C:4](=[O:3])[H:11])[H:12])([H:8])([H:9])[H:10],28.6490857107718
0,813,433,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:4](/[O:5][H:14])[H:13])[H:11])([H:8])([H:9])[H:10].[O:3]([C:6](=[O:7])[H:15])[H:12],43.942121856252
1,814,433,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][H:12])([C:4](=[O:5])[C:6]([O:7][H:14])([H:13])[H:15])[H:11])([H:8])([H:9])[H:10],35.4345910390495
0,815,434,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([O:3][H:11])=[C:7](/[C:6]([N:5]=[C:4]([H:12])[H:13])([H:14])[H:15])[H:16])([H:8])([H:9])[H:10],50.4132199054309
1,816,434,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[C:4]([N:5]1[C:6]([H:14])([H:15])[C:7]1([H:11])[H:16])([H:12])[H:13])([H:8])([H:9])[H:10],59.068108715817786
2,817,434,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@:2]12[O:3][C@@:7]1([H:16])[C:6]([H:14])([H:15])[N:5]([H:11])[C:4]2([H:12])[H:13])([H:8])([H:9])[H:10],40.28068552067489
0,818,435,[O:1]([C:2]([C:3]#[C:4][C:5]([C:6](=[O:7])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]=[C:2]([C:3]#[C:4][C:5]([C:6]([O:7][H:8])([H:10])[H:13])([H:11])[H:12])[H:9],57.265942448096
1,819,435,[O:1]([C:2]([C:3]#[C:4][C:5]([C:6](=[O:7])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[C-:6]#[O+:7].[O:1]([C:2]([C:3](=[C:4]=[C:5]([H:11])[H:12])[H:13])([H:9])[H:10])[H:8],32.4724530074551
2,820,435,[O:1]([C:2]([C:3]#[C:4][C:5]([C:6](=[O:7])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3](=[C:4]=[C:5]([H:11])[H:12])[C:6](=[O:7])[H:13])([H:9])[H:10])[H:8],45.6832019784311
3,821,435,[O:1]([C:2]([C:3]#[C:4][C:5]([C:6](=[O:7])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]([C:4](=[C:3]=[C:2]([H:9])[H:10])[C:5]([C:6](=[O:7])[H:13])([H:11])[H:12])[H:8],57.886096428996
4,822,435,[O:1]([C:2]([C:3]#[C:4][C:5]([C:6](=[O:7])[H:13])([H:11])[H:12])([H:9])[H:10])[H:8]>>[O:1]([C:2]([C:3](=[C:4]=[C:5]([C:6](=[O:7])[H:13])[H:11])[H:12])([H:9])[H:10])[H:8],55.0872943419856
0,823,436,[N:1]([C:2]1=[C:3]([H:10])[C:4]([O:5][H:11])=[C:6]([H:12])[O:7]1)([H:8])[H:9]>>[N:1]([C:2]1=[C:3]([H:10])[C:4](=[O:5])[C:6]([H:11])([H:12])[O:7]1)([H:8])[H:9],44.10154454394879
0,824,437,[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]([C:2](=[O:3])[H:10])([C:7]([C:6]([C:5](=[C:4]([H:12])[H:13])[H:14])([H:11])[H:15])([H:16])[H:17])([H:8])[H:9],40.938845118963705
1,825,437,[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C@@:6]([C:5](=[C:4]([H:12])[H:13])[H:14])([H:15])[C:7]1([H:16])[H:17],56.141103138034104
0,826,438,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1](=[O:2])([H:8])[H:9].[C:3]1([H:10])=[C:4]([H:11])[O:5][C:6]([H:12])=[C:7]1[H:13],21.3878092094432
1,827,438,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C@@:1]12([H:9])[O:2][C@@:3]3([H:10])[C@@:4]([H:11])([O:5]1)[C@@:7]3([H:13])[C:6]2([H:8])[H:12],54.220960439334
2,828,438,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1](=[C:6]([O:5]/[C:4](=[C:7](\[C:3](=[O:2])[H:10])[H:13])[H:11])[H:12])([H:8])[H:9],42.9477259750671
3,829,438,[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C@@:4]3([H:11])[O:5][C@:6]1([H:12])[C@@:7]23[H:13]>>[C:1]1([H:8])([H:9])[O:2][C@:4]2([H:11])[C:3]([H:10])=[C:7]([H:13])[C@@:6]1([H:12])[O:5]2,21.385080035692802
0,830,439,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C:2]1([H:9])[C:3]([H:10])([H:11])/[C:4](=[N:6]/[C:5]([H:12])([H:13])[H:14])[C:7]1([H:15])[H:16])[H:8],57.23744301798021
1,831,439,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:5]([H:12])([H:13])/[C:4](=[N:6]/[H:14])[C:7]1([H:15])[H:16])[H:8],57.27433383322829
2,832,439,[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]2([C:5]([H:12])([H:13])[N:6]2[H:14])[C:7]1([H:15])[H:16])[H:8]>>[O:1]=[C:2]([C:3]([C:4]([C:5]([N:6]([H:8])[H:14])([H:12])[H:13])=[C:7]([H:15])[H:16])([H:10])[H:11])[H:9],33.520255677213505
0,833,440,[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([H:11])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10].[O:3]=[C:4]=[O:5],53.0399750952989
1,834,440,[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:6]=[C:7]([H:12])[H:13])[H:11])([H:8])([H:9])[H:10].[O:3]=[C:4]=[O:5],31.5815840553304
2,835,440,[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:6]=[C:7]([O:5][C:4](=[O:3])[H:12])[H:13])[H:11])([H:8])([H:9])[H:10],30.9618796998864
3,836,440,[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:3][C:4](=[O:5])[H:12])=[C:6]=[C:7]([H:11])[H:13])([H:8])([H:9])[H:10],56.38191601145449
0,837,441,[N:1](=[C:2]1\[N:3]=[N:4][O:5][N:6]=[C:7]1[H:9])\[H:8]>>[N:1](=[C:2]1\[O:5][N:6]=[C:7]1[H:9])\[H:8].[N:3]#[N:4],1.5608440221688795
1,838,441,[N:1](=[C:2]1\[N:3]=[N:4][O:5][N:6]=[C:7]1[H:9])\[H:8]>>[N:1](=[C:2]=[N:3][N:4]=[O:5])[H:8].[N:6]#[C:7][H:9],38.4631814168609
2,839,441,[N:1](=[C:2]1\[N:3]=[N:4][O:5][N:6]=[C:7]1[H:9])\[H:8]>>[N:1](=[C:2]1[N:3]=[N+:4]([O-:5])[N:6]=[C:7]1[H:9])[H:8],49.3688119624596
3,840,441,[N:1](=[C:2]1\[N:3]=[N:4][O:5][N:6]=[C:7]1[H:9])\[H:8]>>[N:1]#[C:2][C:7]([N:6]=[O:5])([H:8])[H:9].[N:3]#[N:4],12.957310158624699
4,841,441,[N:1](=[C:2]1\[N:3]=[N:4][O:5][N:6]=[C:7]1[H:9])\[H:8]>>[N:1](=[C:2]=[C:7]([N:6]=[O:5])[H:9])[H:8].[N:3]#[N:4],1.5411683474541202
5,842,441,[N:1](=[C:2]1\[N:3]=[N:4][O:5][N:6]=[C:7]1[H:9])\[H:8]>>[N-:1]([C:2]([N+:4]#[N:3])=[C:7]([N:6]=[O:5])[H:9])[H:8],1.56767000777417
0,843,442,[N:1]#[C:2][C:3]12[C:4]([H:8])([H:9])[C:5]([H:10])([C:6]1([H:11])[H:12])[O:7]2>>[N:1]#[C:2][C:3](=[C:4]([H:8])[H:9])[C:6]([C:5](=[O:7])[H:10])([H:11])[H:12],30.728340224502396
1,844,442,[N:1]#[C:2][C:3]12[C:4]([H:8])([H:9])[C:5]([H:10])([C:6]1([H:11])[H:12])[O:7]2>>[N:1]#[C:2][C:3]([C:6]([C:5](=[C:4]([H:8])[H:9])[H:10])([H:11])[H:12])=[O:7],29.711584952890306
0,845,443,[N:1]([C@@:2]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])([C:6]#[N:7])[H:10])([H:8])[H:9]>>[N:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[O:5]/[C:6]1=[N:7]\[H:15])([H:8])[H:9],51.22315431866861
0,846,444,[C:1]([C:2]([C:3]([C:4]1([H:15])[C:5]([H:16])([H:17])[O:6][C:7]1([H:18])[H:19])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:4](=[C:7]([H:18])[H:19])[H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10].[C:5](=[O:6])([H:16])[H:17],56.935389863382596
0,847,445,[C:1]([C:2](=[O:3])[C:4](=[O:5])[C:6](=[O:7])[H:11])([H:8])([H:9])[H:10]>>[C-:4]#[O+:5].[C:1]([C:2](=[O:3])[C:6](=[O:7])[H:11])([H:8])([H:9])[H:10],34.3553170711659
1,848,445,[C:1]([C:2](=[O:3])[C:4](=[O:5])[C:6](=[O:7])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[O:7][C:6](=[C:4]=[O:5])[H:11])([H:8])([H:9])[H:10],42.18089975082261
2,849,445,[C:1]([C:2](=[O:3])[C:4](=[O:5])[C:6](=[O:7])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:3][C:6](=[O:7])[H:11])=[C:4]=[O:5])([H:8])([H:9])[H:10],39.361572881342894
3,850,445,[C:1]([C:2](=[O:3])[C:4](=[O:5])[C:6](=[O:7])[H:11])([H:8])([H:9])[H:10]>>[C-:4]#[O+:5].[C-:6]#[O+:7].[C:1]([C:2](=[O:3])[H:11])([H:8])([H:9])[H:10],43.643822291165705
0,851,446,[C:1]([C:2]#[C:3][C:4]([N:5]1[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([C:4]([N:5]=[C:6]([H:13])[H:14])([H:11])[H:12])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10],57.837207861934395
0,852,447,[C:1]([C@@:2]([O:3][H:12])([C:4](=[O:5])[C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[H:11])([H:8])([H:9])[H:10].[C:4](=[O:5])=[C:6]=[C:7]([H:12])[H:13],24.114629885602607
1,853,447,[C:1]([C@@:2]([O:3][H:12])([C:4](=[O:5])[C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C:7]([H:13])=[C:6]([H:12])[C:4]1=[O:5])([H:8])([H:9])[H:10],58.5972106642324
0,854,448,[C:1](#[C:2][C:3]1=[C:4]([H:9])[N:5]=[N:6][N:7]1[H:10])[H:8]>>[C:1](#[C:2][C:3]1=[N:7][N:6]([H:10])[N:5]=[C:4]1[H:9])[H:8],45.808682097394296
0,855,449,[O:1]1[C@:2]2([H:8])[C@:3]3([H:9])[C@:4]4([H:10])[C@@:5]1([H:11])[C@@:6]2([H:12])[N:7]34>>[O:1]1[C:2]([H:8])=[C:3]([H:9])[C@@:4]2([H:10])[C@:5]1([H:11])[C:6]([H:12])=[N:7]2,53.5448172382183
0,856,450,[N:1]([C:2]1=[C:3]([H:10])[C:4]([H:11])=[C:5]([O:6][H:12])[N:7]1[H:13])([H:8])[H:9]>>[N:1]([C:2]1=[C:3]([H:10])[C:4]([H:11])([H:13])[C:5]([O:6][H:12])=[N:7]1)([H:8])[H:9],42.1979892317316
1,857,450,[N:1]([C:2]1=[C:3]([H:10])[C:4]([H:11])=[C:5]([O:6][H:12])[N:7]1[H:13])([H:8])[H:9]>>[N:1]([C:2]1=[C:3]([H:10])[C:4]([H:11])([H:12])[C:5](=[O:6])[N:7]1[H:13])([H:8])[H:9],50.16876616761729
2,858,450,[N:1]([C:2]1=[C:3]([H:10])[C:4]([H:11])=[C:5]([O:6][H:12])[N:7]1[H:13])([H:8])[H:9]>>[N:1]([C:2]1=[N:7][C:5]([O:6][H:12])=[C:4]([H:11])[C:3]1([H:10])[H:13])([H:8])[H:9],43.957371929655295
0,859,451,[C:1]([C:2]([C@@:3]1([H:13])[C:4]([H:14])([H:15])[C@:5]1([C:6]([O:7][H:19])([H:17])[H:18])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2](/[C:3](=[C:5](\[C:4]([H:14])([H:15])[H:19])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10].[C:6](=[O:7])([H:17])[H:18],51.346187463818595
0,860,452,[N:1]([C:2]1=[N:3][N:4]=[C:5]([N:6]([H:10])[H:11])[O:7]1)([H:8])[H:9]>>[N:1]([C+:5]([N-:4][N:3]=[C:2]=[O:7])[N:6]([H:10])[H:11])([H:8])[H:9],40.10031926568429
0,861,453,[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]1([C:5]([C:6](=[O:7])[H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3]([C:4](=[C:5]([H:15])[H:16])[H:14])([H:12])[H:13])([C:6](=[O:7])[H:17])[H:11])([H:8])([H:9])[H:10],58.6051087571002
1,862,453,[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]1([C:5]([C:6](=[O:7])[H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([C:3]([C:6](=[O:7])[H:17])([H:12])[H:13])([C:4](=[C:5]([H:15])[H:16])[H:14])[H:11])([H:8])([H:9])[H:10],58.556569769273004
2,863,453,[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@:4]1([C:5]([C:6](=[O:7])[H:17])([H:15])[H:16])[H:14])([H:8])([H:9])[H:10]>>[C-:6]#[O+:7].[C:1]([C:2]([C:3]([H:12])([H:13])[H:17])([C:4](=[C:5]([H:15])[H:16])[H:14])[H:11])([H:8])([H:9])[H:10],47.329778382367294
0,864,454,[O:1]=[C:2]1[N:3]([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12>>[O:1]=[C:2]=[N:7][C:6]([C:5](/[C:4](=[N:3]/[H:8])[H:10])([H:9])[H:11])([H:12])[H:13],49.792403544571286
0,865,455,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8]>>[O:1](/[C:2](=[C:6](/[C:5]([C@:4]1([H:11])[C:3]([H:10])=[N:7]1)([H:12])[H:13])[H:14])[H:9])[H:8],29.909091365924002
1,866,455,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@@:4]3([H:11])[C:5]([H:12])([H:13])[C@:6]1([H:14])[N:7]23)[H:8]>>[O:1](/[C:2](=[C:3](/[C@@:4]1([H:11])[C:5]([H:12])([H:13])[C:6]([H:14])=[N:7]1)[H:10])[H:9])[H:8],35.87903706685429
