idx,code,reaction
4442,2232,[C:10]([O:11][C:12](=[O:13])[C:14](=[N+:15]([O-:16])[H:24])[C:17](=[O:18])[O:19][C:20]([H:25])([H:26])[H:27])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:31])([H:32])[H:33])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:37])([H:38])[H:39])=[C:9]([H:40])[H:41])[H:36])[H:35])[H:34])([H:28])([H:29])[H:30]>>[C:1]([C:2]([C:3]([H:31])([H:32])[H:33])=[C:4]([C@@:5]1([H:35])[C@@:6]([C:7]([C:8]([H:37])([H:38])[H:39])=[C:9]([H:40])[H:41])([H:36])[C:14]([C:12]([O:11][C:10]([H:21])([H:22])[H:23])=[O:13])([C:17](=[O:18])[O:19][C:20]([H:25])([H:26])[H:27])[N:15]([H:24])[O:16]1)[H:34])([H:28])([H:29])[H:30]
4443,2232,[C:10]([O:11][C:12](=[O:13])[C:14](=[N+:15]([O-:16])[H:24])[C:17](=[O:18])[O:19][C:20]([H:25])([H:26])[H:27])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:31])([H:32])[H:33])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:37])([H:38])[H:39])=[C:9]([H:40])[H:41])[H:36])[H:35])[H:34])([H:28])([H:29])[H:30]>>[C:1]([C:2]1([C:3]([H:31])([H:32])[H:33])[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:37])([H:38])[H:39])=[C:9]([H:40])[H:41])[H:36])[H:35])([H:34])[C:14]([C:12]([O:11][C:10]([H:21])([H:22])[H:23])=[O:13])([C:17](=[O:18])[O:19][C:20]([H:25])([H:26])[H:27])[N:15]([H:24])[O:16]1)([H:28])([H:29])[H:30]
4444,2233,[C:1](/[C:2](=[C:3](/[C:4]([H:27])([H:28])[H:29])[H:26])[H:25])([H:22])([H:23])[H:24].[C:5]([C-:6]([N+:7]([C:8]([H:34])([H:35])[H:36])=[C:9]([C:10]1=[C:11]([H:37])[C:12]([H:38])=[C:13]([H:39])[C:14]([H:40])=[C:15]1[H:41])[C:16]1=[C:17]([H:42])[C:18]([H:43])=[C:19]([H:44])[C:20]([H:45])=[C:21]1[H:46])[H:33])([H:30])([H:31])[H:32]>>[C:1]([C@@:2]1([H:25])[C@@:3]([C:4]([H:27])([H:28])[H:29])([H:26])[C:6]([C:5]([H:30])([H:31])[H:32])([H:33])[N:7]([C:8]([H:34])([H:35])[H:36])[C:9]1([C:10]1=[C:11]([H:37])[C:12]([H:38])=[C:13]([H:39])[C:14]([H:40])=[C:15]1[H:41])[C:16]1=[C:17]([H:42])[C:18]([H:43])=[C:19]([H:44])[C:20]([H:45])=[C:21]1[H:46])([H:22])([H:23])[H:24]
4445,2234,[C:15]([N-:16][O+:17]=[C:18]([C:19]([H:36])([H:37])[H:38])[C:20]([H:39])([H:40])[H:41])([H:33])([H:34])[H:35].[C:1]1(=[O:2])[C:3]([O:4][C:5]([H:21])([H:22])[H:23])=[C:6]([O:7][C:8]([H:24])([H:25])[H:26])[C:9](=[O:10])[C:11]([C:12]([H:27])([H:28])[H:29])=[C:13]1[C:14]([H:30])([H:31])[H:32]>>[C:1]1(=[O:2])[C@@:3]2([O:4][C:5]([H:21])([H:22])[H:23])[C@@:6]([O:7][C:8]([H:24])([H:25])[H:26])([C:9](=[O:10])[C:11]([C:12]([H:27])([H:28])[H:29])=[C:13]1[C:14]([H:30])([H:31])[H:32])[N:16]([C:15]([H:33])([H:34])[H:35])[O:17][C:18]2([C:19]([H:36])([H:37])[H:38])[C:20]([H:39])([H:40])[H:41]
4446,2234,[C:15]([N-:16][O+:17]=[C:18]([C:19]([H:36])([H:37])[H:38])[C:20]([H:39])([H:40])[H:41])([H:33])([H:34])[H:35].[C:1]1(=[O:2])[C:3]([O:4][C:5]([H:21])([H:22])[H:23])=[C:6]([O:7][C:8]([H:24])([H:25])[H:26])[C:9](=[O:10])[C:11]([C:12]([H:27])([H:28])[H:29])=[C:13]1[C:14]([H:30])([H:31])[H:32]>>[C:1]1(=[O:2])[C:3]([O:4][C:5]([H:21])([H:22])[H:23])=[C:6]([O:7][C:8]([H:24])([H:25])[H:26])[C:9](=[O:10])[C@@:11]2([C:12]([H:27])([H:28])[H:29])[C@:13]1([C:14]([H:30])([H:31])[H:32])[N:16]([C:15]([H:33])([H:34])[H:35])[O:17][C:18]2([C:19]([H:36])([H:37])[H:38])[C:20]([H:39])([H:40])[H:41]
4447,2235,[C:9]([N:10]([C:11](=[O:12])[C-:13]([N+:14]#[C:15][C:16]#[N:17])[C:18](=[O:19])[N:20]([C:21]([H:27])([H:28])[H:29])[H:26])[H:25])([H:22])([H:23])[H:24].[O-:1][C:2](=[O:3])/[C:4](=[C:5](\[C:6](=[O:7])[O-:8])[H:31])[H:30]>>[O-:1][C:2](=[O:3])[C@:4]1([H:30])[C@@:5]([C:6](=[O:7])[O-:8])([H:31])[C:13]([C:11]([N:10]([C:9]([H:22])([H:23])[H:24])[H:25])=[O:12])([C:18](=[O:19])[N:20]([C:21]([H:27])([H:28])[H:29])[H:26])[N:14]=[C:15]1[C:16]#[N:17]
4448,2236,[C:15]([C:16](=[N+:17]([C:18]([H:37])([H:38])[H:39])[C-:19]([C:20]([H:41])([H:42])[H:43])[H:40])[H:36])([H:33])([H:34])[H:35].[C:1]1(=[O:2])[C:3]([O:4][C:5]([H:21])([H:22])[H:23])=[C:6]([O:7][C:8]([H:24])([H:25])[H:26])[C:9](=[O:10])[C:11]([C:12]([H:27])([H:28])[H:29])=[C:13]1[C:14]([H:30])([H:31])[H:32]>>[C:1]1(=[O:2])[C:3]([O:4][C:5]([H:21])([H:22])[H:23])=[C:6]([O:7][C:8]([H:24])([H:25])[H:26])[C:9](=[O:10])[C@@:11]2([C:12]([H:27])([H:28])[H:29])[C@:13]1([C:14]([H:30])([H:31])[H:32])[C:19]([C:20]([H:41])([H:42])[H:43])([H:40])[N:17]([C:18]([H:37])([H:38])[H:39])[C:16]2([C:15]([H:33])([H:34])[H:35])[H:36]
4449,2236,[C:15]([C:16](=[N+:17]([C:18]([H:37])([H:38])[H:39])[C-:19]([C:20]([H:41])([H:42])[H:43])[H:40])[H:36])([H:33])([H:34])[H:35].[C:1]1(=[O:2])[C:3]([O:4][C:5]([H:21])([H:22])[H:23])=[C:6]([O:7][C:8]([H:24])([H:25])[H:26])[C:9](=[O:10])[C:11]([C:12]([H:27])([H:28])[H:29])=[C:13]1[C:14]([H:30])([H:31])[H:32]>>[C:1]1(=[O:2])[C@@:3]2([O:4][C:5]([H:21])([H:22])[H:23])[C@@:6]([O:7][C:8]([H:24])([H:25])[H:26])([C:9](=[O:10])[C:11]([C:12]([H:27])([H:28])[H:29])=[C:13]1[C:14]([H:30])([H:31])[H:32])[C:19]([C:20]([H:41])([H:42])[H:43])([H:40])[N:17]([C:18]([H:37])([H:38])[H:39])[C:16]2([C:15]([H:33])([H:34])[H:35])[H:36]
4450,2237,[C:1](=[C:2]([H:25])[H:26])([H:23])[H:24].[C:3]([N+:4](=[C:5]([C:6]#[N:7])[C:8]#[N:9])[C-:10]([C:11]1=[C:12]([H:30])[C:13]([H:31])=[C:14]([H:32])[C:15]([H:33])=[C:16]1[H:34])[C:17]1=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]1[H:39])([H:27])([H:28])[H:29]>>[C:1]1([H:23])([H:24])[C:2]([H:25])([H:26])[C:10]([C:11]2=[C:12]([H:30])[C:13]([H:31])=[C:14]([H:32])[C:15]([H:33])=[C:16]2[H:34])([C:17]2=[C:18]([H:35])[C:19]([H:36])=[C:20]([H:37])[C:21]([H:38])=[C:22]2[H:39])[N:4]([C:3]([H:27])([H:28])[H:29])[C:5]1([C:6]#[N:7])[C:8]#[N:9]
4451,2238,[C:10]([N:11]([C:12](=[O:13])[C:14]([C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])=[N+:18]([C:19]([H:28])([H:29])[H:30])[O-:20])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])[H:39])[H:38])[H:37])([H:31])([H:32])[H:33]>>[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4](/[C:5](=[C:6](/[C:7]1([C:8]([H:40])([H:41])[H:42])[C:9]([H:43])([H:44])[C:14]([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])([C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])[N:18]([C:19]([H:28])([H:29])[H:30])[O:20]1)[H:39])[H:38])[H:37])([H:31])([H:32])[H:33]
4452,2238,[C:10]([N:11]([C:12](=[O:13])[C:14]([C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])=[N+:18]([C:19]([H:28])([H:29])[H:30])[O-:20])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])[H:39])[H:38])[H:37])([H:31])([H:32])[H:33]>>[C:1]([C:2]1([C:3]([H:34])([H:35])[H:36])[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])[H:39])[H:38])([H:37])[C:14]([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])([C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])[N:18]([C:19]([H:28])([H:29])[H:30])[O:20]1)([H:31])([H:32])[H:33]
4453,2238,[C:10]([N:11]([C:12](=[O:13])[C:14]([C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])=[N+:18]([C:19]([H:28])([H:29])[H:30])[O-:20])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])[H:39])[H:38])[H:37])([H:31])([H:32])[H:33]>>[C:1]([C:2]1([C:3]([H:34])([H:35])[H:36])[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])[H:39])[H:38])([H:37])[O:20][N:18]([C:19]([H:28])([H:29])[H:30])[C:14]1([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])[C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])([H:31])([H:32])[H:33]
4454,2238,[C:10]([N:11]([C:12](=[O:13])[C:14]([C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])=[N+:18]([C:19]([H:28])([H:29])[H:30])[O-:20])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])[H:39])[H:38])[H:37])([H:31])([H:32])[H:33]>>[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4]([C@@:5]1([H:38])[C@@:6]([C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])([H:39])[O:20][N:18]([C:19]([H:28])([H:29])[H:30])[C:14]1([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])[C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])[H:37])([H:31])([H:32])[H:33]
4455,2238,[C:10]([N:11]([C:12](=[O:13])[C:14]([C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])=[N+:18]([C:19]([H:28])([H:29])[H:30])[O-:20])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])[H:39])[H:38])[H:37])([H:31])([H:32])[H:33]>>[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4](/[C:5](=[C:6](/[C:7]1([C:8]([H:40])([H:41])[H:42])[C:9]([H:43])([H:44])[O:20][N:18]([C:19]([H:28])([H:29])[H:30])[C:14]1([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])[C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])[H:39])[H:38])[H:37])([H:31])([H:32])[H:33]
4456,2238,[C:10]([N:11]([C:12](=[O:13])[C:14]([C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])=[N+:18]([C:19]([H:28])([H:29])[H:30])[O-:20])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])[H:39])[H:38])[H:37])([H:31])([H:32])[H:33]>>[C:1]([C:2]([C:3]([H:34])([H:35])[H:36])=[C:4]([C@@:5]1([H:38])[C@@:6]([C:7]([C:8]([H:40])([H:41])[H:42])=[C:9]([H:43])[H:44])([H:39])[C:14]([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])([C:15]([C:16]([H:25])([H:26])[H:27])=[O:17])[N:18]([C:19]([H:28])([H:29])[H:30])[O:20]1)[H:37])([H:31])([H:32])[H:33]
4457,2239,[C:9]([N:10]([C:11](=[O:12])[C-:13]1[C:14](=[O:15])[O:16][C:17]([C:18]#[N:19])=[N+:20]1[C:21]([H:26])([H:27])[H:28])[H:25])([H:22])([H:23])[H:24].[O-:1][C:2](=[O:3])/[C:4](=[C:5](/[C:6](=[O:7])[O-:8])[H:30])[H:29]>>[O-:1][C:2](=[O:3])[C@@:4]1([H:29])[C@@:5]([C:6](=[O:7])[O-:8])([H:30])[C:13]2([C:11]([N:10]([C:9]([H:22])([H:23])[H:24])[H:25])=[O:12])[C:14](=[O:15])[O:16][C:17]1([C:18]#[N:19])[N:20]2[C:21]([H:26])([H:27])[H:28]
4458,2240,[C:1]1(=[O:2])[C:3]([H:22])=[C:4]([H:23])[C:5](=[O:6])[C:7]([H:24])=[C:8]1[H:25].[C:9]([N:10]([C:11](=[O:12])[C:13](=[O+:14][C-:15]([C:16]#[N:17])[C:18](=[O:19])[O:20][C:21]([H:31])([H:32])[H:33])[H:30])[H:29])([H:26])([H:27])[H:28]>>[C:1]1(=[O:2])[C:3]([H:22])=[C:4]([H:23])[C:5](=[O:6])[C@@:7]2([H:24])[C@:8]1([H:25])[C:15]([C:16]#[N:17])([C:18](=[O:19])[O:20][C:21]([H:31])([H:32])[H:33])[O:14][C:13]2([C:11]([N:10]([C:9]([H:26])([H:27])[H:28])[H:29])=[O:12])[H:30]
4459,2241,[C:1]1(=[O:2])[C:3]([H:22])=[C:4]([H:23])[C:5](=[O:6])[C:7]([H:24])=[C:8]1[H:25].[C:9]([N:10]([C:11](=[O:12])[C-:13]([C:14]#[N:15])[O+:16]=[C:17]([C:18]([H:30])([H:31])[H:32])[C:19]([C:20]([H:33])([H:34])[H:35])=[O:21])[H:29])([H:26])([H:27])[H:28]>>[C:1]1(=[O:2])[C:3]([H:22])=[C:4]([H:23])[C:5](=[O:6])[C@@:7]2([H:24])[C@:8]1([H:25])[C:13]([C:11]([N:10]([C:9]([H:26])([H:27])[H:28])[H:29])=[O:12])([C:14]#[N:15])[O:16][C:17]2([C:18]([H:30])([H:31])[H:32])[C:19]([C:20]([H:33])([H:34])[H:35])=[O:21]
4460,2242,[C:9]([C:10](=[O:11])[C:12]([C:13]([H:25])([H:26])[H:27])=[O+:14][N-:15][C:16]1=[C:17]([H:28])[C:18]([H:29])=[C:19]([H:30])[C:20]([H:31])=[C:21]1[H:32])([H:22])([H:23])[H:24].[O-:1][C:2](=[O:3])/[C:4](=[C:5](/[C:6](=[O:7])[O-:8])[H:34])[H:33]>>[O-:1][C:2](=[O:3])[C@@:4]1([H:33])[C@@:5]([C:6](=[O:7])[O-:8])([H:34])[N:15]([C:16]2=[C:17]([H:28])[C:18]([H:29])=[C:19]([H:30])[C:20]([H:31])=[C:21]2[H:32])[O:14][C:12]1([C:10]([C:9]([H:22])([H:23])[H:24])=[O:11])[C:13]([H:25])([H:26])[H:27]
4461,2243,[C:9]([N:10]([C:11](=[O:12])[C:13]1=[N+:20]([C:21]([H:26])([H:27])[H:28])[C-:17]([C:18]#[N:19])[C:15](=[O:16])[O:14]1)[H:25])([H:22])([H:23])[H:24].[O-:1][C:2](=[O:3])/[C:4](=[C:5](\[C:6](=[O:7])[O-:8])[H:30])[H:29]>>[O-:1][C:2](=[O:3])[C@:4]1([H:29])[C@@:5]([C:6](=[O:7])[O-:8])([H:30])[C:17]2([C:18]#[N:19])[C:15](=[O:16])[O:14][C:13]1([C:11]([N:10]([C:9]([H:22])([H:23])[H:24])[H:25])=[O:12])[N:20]2[C:21]([H:26])([H:27])[H:28]
4462,2244,[C:1](=[C:2]([H:24])[H:25])([H:22])[H:23].[C:3]([O:4][C:5](=[O:6])[C-:7]([N+:8](=[C:9]([C:10]#[N:11])[C:12]1=[C:13]([H:30])[C:14]([H:31])=[C:15]([H:32])[C:16]([H:33])=[C:17]1[H:34])[H:29])[C:18](=[O:19])[O:20][C:21]([H:35])([H:36])[H:37])([H:26])([H:27])[H:28]>>[C:1]1([H:22])([H:23])[C:2]([H:24])([H:25])[C:7]([C:5]([O:4][C:3]([H:26])([H:27])[H:28])=[O:6])([C:18](=[O:19])[O:20][C:21]([H:35])([H:36])[H:37])[N:8]([H:29])[C:9]1([C:10]#[N:11])[C:12]1=[C:13]([H:30])[C:14]([H:31])=[C:15]([H:32])[C:16]([H:33])=[C:17]1[H:34]
4463,2245,[C:9]([C:10](=[N+:11]([C-:12]([C:13]([C:14]([H:27])([H:28])[H:29])=[O:15])[C:16]1=[C:17]([H:30])[C:18]([H:31])=[C:19]([H:32])[C:20]([H:33])=[C:21]1[H:34])[H:26])[H:25])([H:22])([H:23])[H:24].[O-:1][C:2](=[O:3])/[C:4](=[C:5](\[C:6](=[O:7])[O-:8])[H:36])[H:35]>>[O-:1][C:2](=[O:3])[C@@:4]1([H:35])[C@:5]([C:6](=[O:7])[O-:8])([H:36])[C:12]([C:13]([C:14]([H:27])([H:28])[H:29])=[O:15])([C:16]2=[C:17]([H:30])[C:18]([H:31])=[C:19]([H:32])[C:20]([H:33])=[C:21]2[H:34])[N:11]([H:26])[C:10]1([C:9]([H:22])([H:23])[H:24])[H:25]
4464,2246,[C:1]([C:2]([C:3]([H:24])([H:25])[H:26])=[C:4]([C:5](=[O:6])[H:28])[H:27])([H:21])([H:22])[H:23].[C:7]([N:8]([C:9](=[O:10])[C-:11]([N+:12](=[C:13]([C:14]([C:15]([H:35])([H:36])[H:37])=[O:16])[H:34])[H:33])[C:17](=[O:18])[N:19]([C:20]([H:39])([H:40])[H:41])[H:38])[H:32])([H:29])([H:30])[H:31]>>[C:1]([C:2]1([C:3]([H:24])([H:25])[H:26])[C:4]([C:5](=[O:6])[H:28])([H:27])[C:13]([C:14]([C:15]([H:35])([H:36])[H:37])=[O:16])([H:34])[N:12]([H:33])[C:11]1([C:9]([N:8]([C:7]([H:29])([H:30])[H:31])[H:32])=[O:10])[C:17](=[O:18])[N:19]([C:20]([H:39])([H:40])[H:41])[H:38])([H:21])([H:22])[H:23]
4465,2246,[C:1]([C:2]([C:3]([H:24])([H:25])[H:26])=[C:4]([C:5](=[O:6])[H:28])[H:27])([H:21])([H:22])[H:23].[C:7]([N:8]([C:9](=[O:10])[C-:11]([N+:12](=[C:13]([C:14]([C:15]([H:35])([H:36])[H:37])=[O:16])[H:34])[H:33])[C:17](=[O:18])[N:19]([C:20]([H:39])([H:40])[H:41])[H:38])[H:32])([H:29])([H:30])[H:31]>>[C:1]([C:2]1([C:3]([H:24])([H:25])[H:26])[C:4]([C:5](=[O:6])[H:28])([H:27])[C:11]([C:9]([N:8]([C:7]([H:29])([H:30])[H:31])[H:32])=[O:10])([C:17](=[O:18])[N:19]([C:20]([H:39])([H:40])[H:41])[H:38])[N:12]([H:33])[C:13]1([C:14]([C:15]([H:35])([H:36])[H:37])=[O:16])[H:34])([H:21])([H:22])[H:23]
4466,2247,[C:10]([N:11]([C:12](=[O:13])[C-:14]([C:15]([H:25])([H:26])[H:27])[N+:16](=[C:17]([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])[H:29])[H:28])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])[H:41])[H:40])[H:39])([H:33])([H:34])[H:35]>>[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4](/[C:5](=[C:6](/[C:7]1([C:8]([H:42])([H:43])[H:44])[C:9]([H:45])([H:46])[C:14]([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])([C:15]([H:25])([H:26])[H:27])[N:16]([H:28])[C:17]1([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])[H:29])[H:41])[H:40])[H:39])([H:33])([H:34])[H:35]
4467,2247,[C:10]([N:11]([C:12](=[O:13])[C-:14]([C:15]([H:25])([H:26])[H:27])[N+:16](=[C:17]([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])[H:29])[H:28])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])[H:41])[H:40])[H:39])([H:33])([H:34])[H:35]>>[C:1]([C:2]1([C:3]([H:36])([H:37])[H:38])[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])[H:41])[H:40])([H:39])[C:14]([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])([C:15]([H:25])([H:26])[H:27])[N:16]([H:28])[C:17]1([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])[H:29])([H:33])([H:34])[H:35]
4468,2247,[C:10]([N:11]([C:12](=[O:13])[C-:14]([C:15]([H:25])([H:26])[H:27])[N+:16](=[C:17]([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])[H:29])[H:28])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])[H:41])[H:40])[H:39])([H:33])([H:34])[H:35]>>[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4]([C@@:5]1([H:40])[C@@:6]([C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])([H:41])[C:17]([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])([H:29])[N:16]([H:28])[C:14]1([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])[C:15]([H:25])([H:26])[H:27])[H:39])([H:33])([H:34])[H:35]
4469,2247,[C:10]([N:11]([C:12](=[O:13])[C-:14]([C:15]([H:25])([H:26])[H:27])[N+:16](=[C:17]([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])[H:29])[H:28])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])[H:41])[H:40])[H:39])([H:33])([H:34])[H:35]>>[C:1]([C:2]1([C:3]([H:36])([H:37])[H:38])[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])[H:41])[H:40])([H:39])[C:17]([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])([H:29])[N:16]([H:28])[C:14]1([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])[C:15]([H:25])([H:26])[H:27])([H:33])([H:34])[H:35]
4470,2247,[C:10]([N:11]([C:12](=[O:13])[C-:14]([C:15]([H:25])([H:26])[H:27])[N+:16](=[C:17]([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])[H:29])[H:28])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])[H:41])[H:40])[H:39])([H:33])([H:34])[H:35]>>[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4]([C@@:5]1([H:40])[C@@:6]([C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])([H:41])[C:14]([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])([C:15]([H:25])([H:26])[H:27])[N:16]([H:28])[C:17]1([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])[H:29])[H:39])([H:33])([H:34])[H:35]
4471,2247,[C:10]([N:11]([C:12](=[O:13])[C-:14]([C:15]([H:25])([H:26])[H:27])[N+:16](=[C:17]([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])[H:29])[H:28])[H:24])([H:21])([H:22])[H:23].[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:42])([H:43])[H:44])=[C:9]([H:45])[H:46])[H:41])[H:40])[H:39])([H:33])([H:34])[H:35]>>[C:1]([C:2]([C:3]([H:36])([H:37])[H:38])=[C:4](/[C:5](=[C:6](/[C:7]1([C:8]([H:42])([H:43])[H:44])[C:9]([H:45])([H:46])[C:17]([C:18]([C:19]([H:30])([H:31])[H:32])=[O:20])([H:29])[N:16]([H:28])[C:14]1([C:12]([N:11]([C:10]([H:21])([H:22])[H:23])[H:24])=[O:13])[C:15]([H:25])([H:26])[H:27])[H:41])[H:40])[H:39])([H:33])([H:34])[H:35]
4472,2248,[C:9]([C:10](=[O:11])[C:12](=[N+:13]([C:14]([H:26])([H:27])[H:28])[N-:15][C:16]1=[C:17]([H:29])[C:18]([H:30])=[C:19]([H:31])[C:20]([H:32])=[C:21]1[H:33])[H:25])([H:22])([H:23])[H:24].[O-:1][C:2](=[O:3])/[C:4](=[C:5](/[C:6](=[O:7])[O-:8])[H:35])[H:34]>>[O-:1][C:2](=[O:3])[C@@:4]1([H:34])[C@@:5]([C:6](=[O:7])[O-:8])([H:35])[N:15]([C:16]2=[C:17]([H:29])[C:18]([H:30])=[C:19]([H:31])[C:20]([H:32])=[C:21]2[H:33])[N:13]([C:14]([H:26])([H:27])[H:28])[C:12]1([C:10]([C:9]([H:22])([H:23])[H:24])=[O:11])[H:25]
4473,2249,[C:10]([N-:11][O+:12]=[C:13]([C:14]#[N:15])[C:16]1=[C:17]([H:25])[C:18]([H:26])=[C:19]([H:27])[C:20]([H:28])=[C:21]1[H:29])([H:22])([H:23])[H:24].[C:1]([C:2]([C:3]([H:33])([H:34])[H:35])=[C:4](/[C:5](=[C:6](/[C:7]([C:8]([H:39])([H:40])[H:41])=[C:9]([H:42])[H:43])[H:38])[H:37])[H:36])([H:30])([H:31])[H:32]>>[C:1]([C:2]([C:3]([H:33])([H:34])[H:35])=[C:4](/[C:5](=[C:6](/[C:7]1([C:8]([H:39])([H:40])[H:41])[C:9]([H:42])([H:43])[C:13]([C:14]#[N:15])([C:16]2=[C:17]([H:25])[C:18]([H:26])=[C:19]([H:27])[C:20]([H:28])=[C:21]2[H:29])[O:12][N:11]1[C:10]([H:22])([H:23])[H:24])[H:38])[H:37])[H:36])([H:30])([H:31])[H:32]
